ID;score
255821;0.1420844255517826
255822;0.6995146227348894
255823;0.7935780056581254
255824;0.1338952263103015
255825;0.3805852653836921
255826;0.23582586286899818
255827;0.23224513768550306
255828;0.5813239795609876
255829;0.4554564055341561
255830;0.18513848805786923
255831;0.1591750355729804
255832;0.24653589931283382
255833;0.3542722604997462
255834;0.2927000036772374
255835;0.6890579787643489
255836;0.8807940292865656
255837;0.21907240591491042
255838;0.39804368480191626
255839;0.3257172310258808
255840;0.6469221657715047
255841;0.1378140245219581
255842;0.30034837571592626
255843;0.6791793908599132
255844;0.8852135729453092
255845;0.31908786868599964
255846;0.1619497601115715
255847;0.4129387528047433
255848;0.1336872041886644
255849;0.6475623012780214
255850;0.5084521891037976
255851;0.8190006467691004
255852;0.5082715762190592
255853;0.5146367268628608
255854;0.4423128425579331
255855;0.34729625195988895
255856;0.3189315170544526
255857;0.4804266206593181
255858;0.10843059902601061
255859;0.19796857165848084
255860;0.17596762189272344
255861;0.3318856687445609
255862;0.3759931998776968
255863;0.6462581527236742
255864;0.7638008462714967
255865;0.2032583818083115
255866;0.6662241607923205
255867;0.32219819202920513
255868;0.5810097588721042
255869;0.17531071628107348
255870;0.1490776889564571
255871;0.7614552260114579
255872;0.13368126776576944
255873;0.6869046035400972
255874;0.6289766943823003
255875;0.5381277644690037
255876;0.3389497110647335
255877;0.2906161415261343
255878;0.5954975958969365
255879;0.35923883531198975
255880;0.1976334421244925
255881;0.31344749666103844
255882;0.19447495792100156
255883;0.32860940248031534
255884;0.499075139227097
255885;0.1651637550106271
255886;0.11413502840870378
255887;0.33338027394617686
255888;0.06268061650146083
255889;0.38054745658911276
255890;0.4485408414596463
255891;0.46425538031514985
255892;0.5154054467884548
255893;0.6787069148318022
255894;0.1458280277713681
255895;0.08475780934302067
255896;0.6781960998583904
255897;0.4964257867034062
255898;0.3932294915272575
255899;0.36416519076557086
255900;0.3107162115833677
255901;0.5311148595942413
255902;0.6405578736568177
255903;0.3030497623453329
255904;0.7237051179178878
255905;0.26936551212987186
255906;0.43452880343482064
255907;0.1600071377464465
255908;0.38607022580681793
255909;0.4361318302264758
255910;0.4446841560499336
255911;0.601385694613181
255912;0.6403396062094237
255913;0.16084432400443435
255914;0.12067702292635635
255915;0.5859155403606416
255916;0.5319216059538046
255917;0.5570699322265187
255918;0.621480809054323
255919;0.6189008262425356
255920;0.5450336906126477
255921;0.636497300274511
255922;0.7155159722396234
255923;0.6786494720427997
255924;0.6987875248971276
255925;0.22177236414838522
255926;0.6801889220347459
255927;0.9034153890277187
255928;0.39503194550262866
255929;0.405819604342384
255930;0.04822590242166508
255931;0.7141178535818141
255932;0.27007548522315733
255933;0.09971974489190068
255934;0.07961078238889137
255935;0.2310043711424322
255936;0.6881874689241277
255937;0.598193071235746
255938;0.594506907121319
255939;0.47316650396673493
255940;0.3040520634687814
255941;0.7318799951382254
255942;0.36893235820092285
255943;0.5767423761794876
255944;0.4861915601409399
255945;0.7280868111311438
255946;0.7177792001861664
255947;0.21904304833094917
255948;0.6342649622418407
255949;0.7377509719132987
255950;0.5672384334491511
255951;0.2989385375268468
255952;0.07742245847689873
255953;0.32598944167317434
255954;0.6296859613244893
255955;0.6072563372280629
255956;0.09731456576066905
255957;0.6515219879577975
255958;0.33012753370158976
255959;0.7165655906954465
255960;0.5265623431567742
255961;0.8029309735960962
255962;0.21626923359442174
255963;0.7281511413081582
255964;0.09970699949849668
255965;0.43856624763821034
255966;0.3700825869190741
255967;0.47732269824995166
255968;0.5293267996679731
255969;0.7219860095233025
255970;0.11836466296675807
